"Reporting.Area","MMWR.Year","MMWR.Week","Cryptosporidiosis_Cases_Count"
"INDIANA",2021,41,0
"MICHIGAN",2021,41,0
"OHIO",2021,41,0
"WISCONSIN",2021,41,4
"WEST NORTH CENTRAL",2021,41,4
"IOWA",2021,41,1
"KANSAS",2021,41,1
"MINNESOTA",2021,41,0
"MISSOURI",2021,41,0
"NEBRASKA",2021,41,2
"NORTH DAKOTA",2021,41,0
"SOUTH DAKOTA",2021,41,0
"SOUTH ATLANTIC",2021,41,10
"DELAWARE",2021,41,0
"DISTRICT OF COLUMBIA",2021,41,0
"FLORIDA",2021,41,0
"GEORGIA",2021,41,3
"MARYLAND",2021,41,1
"NORTH CAROLINA",2021,41,0
"SOUTH CAROLINA",2021,41,4
"VIRGINIA",2021,41,2
"WEST VIRGINIA",2021,41,0
"EAST SOUTH CENTRAL",2021,41,0
"ALABAMA",2021,41,0
"KENTUCKY",2021,41,0
"MISSISSIPPI",2021,41,0
"TENNESSEE",2021,41,0
"WEST SOUTH CENTRAL",2021,41,1
"ARKANSAS",2021,41,0
"LOUISIANA",2021,41,0
"OKLAHOMA",2021,41,1
"TEXAS",2021,41,0
"MOUNTAIN",2021,41,7
"ARIZONA",2021,41,0
"COLORADO",2021,41,2
"IDAHO",2021,41,0
"MONTANA",2021,41,0
"NEVADA",2021,41,0
"NEW MEXICO",2021,41,0
"UTAH",2021,41,5
"WYOMING",2021,41,0
"PACIFIC",2021,41,5
"ALASKA",2021,41,0
"CALIFORNIA",2021,41,4
"HAWAII",2021,41,0
"OREGON",2021,41,0
"WASHINGTON",2021,41,1
"US TERRITORIES",2021,41,0
"AMERICAN SAMOA",2021,41,0
"NORTHERN MARIANA ISLANDS",2021,41,0
"GUAM",2021,41,0
"PUERTO RICO",2021,41,0
"U.S. VIRGIN ISLANDS",2021,41,0
"NON-US RESIDENTS",2021,41,0
"TOTAL",2021,41,49
"US RESIDENTS",2021,42,64
"NEW ENGLAND",2021,42,2
"CONNECTICUT",2021,42,0
"MAINE",2021,42,0
"MASSACHUSETTS",2021,42,2
"NEW HAMPSHIRE",2021,42,0
"RHODE ISLAND",2021,42,0
"VERMONT",2021,42,0
"MIDDLE ATLANTIC",2021,42,18
"NEW JERSEY",2021,42,0
"NEW YORK",2021,42,13
"NEW YORK CITY",2021,42,2
"PENNSYLVANIA",2021,42,3
"EAST NORTH CENTRAL",2021,42,3
"ILLINOIS",2021,42,0
"INDIANA",2021,42,0
"MICHIGAN",2021,42,0
"OHIO",2021,42,0
"WISCONSIN",2021,42,3
"WEST NORTH CENTRAL",2021,42,6
"IOWA",2021,42,1
"KANSAS",2021,42,4
"MINNESOTA",2021,42,0
"MISSOURI",2021,42,0
"NEBRASKA",2021,42,1
"NORTH DAKOTA",2021,42,0
"SOUTH DAKOTA",2021,42,0
"SOUTH ATLANTIC",2021,42,13
"DELAWARE",2021,42,0
"DISTRICT OF COLUMBIA",2021,42,0
"FLORIDA",2021,42,0
"GEORGIA",2021,42,4
"MARYLAND",2021,42,4
"NORTH CAROLINA",2021,42,1
"SOUTH CAROLINA",2021,42,0
"VIRGINIA",2021,42,4
"WEST VIRGINIA",2021,42,0
"EAST SOUTH CENTRAL",2021,42,6
"ALABAMA",2021,42,4
"KENTUCKY",2021,42,1
"MISSISSIPPI",2021,42,0
"TENNESSEE",2021,42,1
"WEST SOUTH CENTRAL",2021,42,2
"ARKANSAS",2021,42,0
"LOUISIANA",2021,42,0
"OKLAHOMA",2021,42,2
"TEXAS",2021,42,0
"MOUNTAIN",2021,42,7
"ARIZONA",2021,42,0
"COLORADO",2021,42,5
"IDAHO",2021,42,1
"MONTANA",2021,42,0
"NEVADA",2021,42,0
"NEW MEXICO",2021,42,1
"UTAH",2021,42,0
"WYOMING",2021,42,0
"PACIFIC",2021,42,7
"ALASKA",2021,42,1
"CALIFORNIA",2021,42,5
"HAWAII",2021,42,0
"OREGON",2021,42,1
"WASHINGTON",2021,42,0
"US TERRITORIES",2021,42,0
"AMERICAN SAMOA",2021,42,0
"NORTHERN MARIANA ISLANDS",2021,42,0
"GUAM",2021,42,0
"PUERTO RICO",2021,42,0
"U.S. VIRGIN ISLANDS",2021,42,0
"NON-US RESIDENTS",2021,42,0
"TOTAL",2021,42,64
"US RESIDENTS",2021,43,46
"NEW ENGLAND",2021,43,0
"CONNECTICUT",2021,43,0
"MAINE",2021,43,0
"MASSACHUSETTS",2021,43,0
"NEW HAMPSHIRE",2021,43,0
"RHODE ISLAND",2021,43,0
"VERMONT",2021,43,0
"MIDDLE ATLANTIC",2021,43,11
"NEW JERSEY",2021,43,0
"NEW YORK",2021,43,7
"NEW YORK CITY",2021,43,1
"PENNSYLVANIA",2021,43,3
"EAST NORTH CENTRAL",2021,43,3
"ILLINOIS",2021,43,0
"INDIANA",2021,43,0
"MICHIGAN",2021,43,0
"OHIO",2021,43,0
"WISCONSIN",2021,43,3
"WEST NORTH CENTRAL",2021,43,3
"IOWA",2021,43,1
"KANSAS",2021,43,1
"MINNESOTA",2021,43,0
"MISSOURI",2021,43,0
"NEBRASKA",2021,43,1
"NORTH DAKOTA",2021,43,0
"SOUTH DAKOTA",2021,43,0
"SOUTH ATLANTIC",2021,43,6
"DELAWARE",2021,43,0
"DISTRICT OF COLUMBIA",2021,43,0
"FLORIDA",2021,43,0
"GEORGIA",2021,43,1
"MARYLAND",2021,43,3
"NORTH CAROLINA",2021,43,0
"SOUTH CAROLINA",2021,43,1
"VIRGINIA",2021,43,1
"WEST VIRGINIA",2021,43,0
"EAST SOUTH CENTRAL",2021,43,5
"ALABAMA",2021,43,2
"KENTUCKY",2021,43,3
"MISSISSIPPI",2021,43,0
"TENNESSEE",2021,43,0
"WEST SOUTH CENTRAL",2021,43,8
"ARKANSAS",2021,43,4
"LOUISIANA",2021,43,3
"OKLAHOMA",2021,43,1
"TEXAS",2021,43,0
"MOUNTAIN",2021,43,3
"ARIZONA",2021,43,1
"COLORADO",2021,43,0
"IDAHO",2021,43,0
"MONTANA",2021,43,0
"NEVADA",2021,43,0
"NEW MEXICO",2021,43,0
"UTAH",2021,43,2
"WYOMING",2021,43,0
"PACIFIC",2021,43,7
"ALASKA",2021,43,0
"CALIFORNIA",2021,43,6
"HAWAII",2021,43,0
"OREGON",2021,43,1
"WASHINGTON",2021,43,0
"US TERRITORIES",2021,43,0
"AMERICAN SAMOA",2021,43,0
"NORTHERN MARIANA ISLANDS",2021,43,0
"GUAM",2021,43,0
"PUERTO RICO",2021,43,0
"U.S. VIRGIN ISLANDS",2021,43,0
"NON-US RESIDENTS",2021,43,0
"TOTAL",2021,43,46
"US RESIDENTS",2021,44,52
"NEW ENGLAND",2021,44,1
"CONNECTICUT",2021,44,0
"MAINE",2021,44,0
"MASSACHUSETTS",2021,44,1
"NEW HAMPSHIRE",2021,44,0
"RHODE ISLAND",2021,44,0
"VERMONT",2021,44,0
"MIDDLE ATLANTIC",2021,44,15
"NEW JERSEY",2021,44,0
"NEW YORK",2021,44,11
"NEW YORK CITY",2021,44,3
"PENNSYLVANIA",2021,44,1
"EAST NORTH CENTRAL",2021,44,8
"ILLINOIS",2021,44,0
"INDIANA",2021,44,0
"MICHIGAN",2021,44,0
"OHIO",2021,44,0
"WISCONSIN",2021,44,8
"WEST NORTH CENTRAL",2021,44,0
"IOWA",2021,44,0
"KANSAS",2021,44,0
"MINNESOTA",2021,44,0
"MISSOURI",2021,44,0
"NEBRASKA",2021,44,0
"NORTH DAKOTA",2021,44,0
"SOUTH DAKOTA",2021,44,0
"SOUTH ATLANTIC",2021,44,8
"DELAWARE",2021,44,0
"DISTRICT OF COLUMBIA",2021,44,0
"FLORIDA",2021,44,0
"GEORGIA",2021,44,1
"MARYLAND",2021,44,3
"NORTH CAROLINA",2021,44,0
"SOUTH CAROLINA",2021,44,2
"VIRGINIA",2021,44,2
"WEST VIRGINIA",2021,44,0
"EAST SOUTH CENTRAL",2021,44,3
"ALABAMA",2021,44,1
"KENTUCKY",2021,44,2
"MISSISSIPPI",2021,44,0
"TENNESSEE",2021,44,0
"WEST SOUTH CENTRAL",2021,44,7
"ARKANSAS",2021,44,2
"LOUISIANA",2021,44,3
"OKLAHOMA",2021,44,2
"TEXAS",2021,44,0
"MOUNTAIN",2021,44,6
"ARIZONA",2021,44,2
"COLORADO",2021,44,1
"IDAHO",2021,44,1
"MONTANA",2021,44,1
"NEVADA",2021,44,0
"NEW MEXICO",2021,44,0
"UTAH",2021,44,1
"WYOMING",2021,44,0
"PACIFIC",2021,44,4
"ALASKA",2021,44,0
"CALIFORNIA",2021,44,4
"HAWAII",2021,44,0
"OREGON",2021,44,0
"WASHINGTON",2021,44,0
"US TERRITORIES",2021,44,0
"AMERICAN SAMOA",2021,44,0
"NORTHERN MARIANA ISLANDS",2021,44,0
"GUAM",2021,44,0
"PUERTO RICO",2021,44,0
"U.S. VIRGIN ISLANDS",2021,44,0
"NON-US RESIDENTS",2021,44,0
"TOTAL",2021,44,52
"US RESIDENTS",2021,45,56
"NEW ENGLAND",2021,45,6
"CONNECTICUT",2021,45,0
"MAINE",2021,45,0
"MASSACHUSETTS",2021,45,5
"NEW HAMPSHIRE",2021,45,0
"RHODE ISLAND",2021,45,1
"VERMONT",2021,45,0
"MIDDLE ATLANTIC",2021,45,13
"NEW JERSEY",2021,45,0
"NEW YORK",2021,45,9
"NEW YORK CITY",2021,45,0
"PENNSYLVANIA",2021,45,4
"EAST NORTH CENTRAL",2021,45,4
"ILLINOIS",2021,45,0
"INDIANA",2021,45,0
"MICHIGAN",2021,45,0
"OHIO",2021,45,0
"WISCONSIN",2021,45,4
"WEST NORTH CENTRAL",2021,45,0
"IOWA",2021,45,0
"KANSAS",2021,45,0
"MINNESOTA",2021,45,0
"MISSOURI",2021,45,0
"NEBRASKA",2021,45,0
"NORTH DAKOTA",2021,45,0
"SOUTH DAKOTA",2021,45,0
"SOUTH ATLANTIC",2021,45,10
"DELAWARE",2021,45,1
"DISTRICT OF COLUMBIA",2021,45,0
"FLORIDA",2021,45,0
"GEORGIA",2021,45,3
"MARYLAND",2021,45,3
"NORTH CAROLINA",2021,45,0
"SOUTH CAROLINA",2021,45,1
"VIRGINIA",2021,45,2
"WEST VIRGINIA",2021,45,0
"EAST SOUTH CENTRAL",2021,45,5
"ALABAMA",2021,45,3
"KENTUCKY",2021,45,2
"MISSISSIPPI",2021,45,0
"TENNESSEE",2021,45,0
"WEST SOUTH CENTRAL",2021,45,6
"ARKANSAS",2021,45,0
"LOUISIANA",2021,45,3
"OKLAHOMA",2021,45,1
"TEXAS",2021,45,2
"MOUNTAIN",2021,45,4
"ARIZONA",2021,45,0
"COLORADO",2021,45,4
"IDAHO",2021,45,0
"MONTANA",2021,45,0
"NEVADA",2021,45,0
"NEW MEXICO",2021,45,0
"UTAH",2021,45,0
"WYOMING",2021,45,0
"PACIFIC",2021,45,8
"ALASKA",2021,45,0
"CALIFORNIA",2021,45,8
"HAWAII",2021,45,0
"OREGON",2021,45,0
"WASHINGTON",2021,45,0
"US TERRITORIES",2021,45,0
"AMERICAN SAMOA",2021,45,0
"NORTHERN MARIANA ISLANDS",2021,45,0
"GUAM",2021,45,0
"PUERTO RICO",2021,45,0
"U.S. VIRGIN ISLANDS",2021,45,0
"NON-US RESIDENTS",2021,45,0
"TOTAL",2021,45,56
"US RESIDENTS",2021,46,55
"NEW ENGLAND",2021,46,4
"CONNECTICUT",2021,46,0
"MAINE",2021,46,0
"MASSACHUSETTS",2021,46,3
"NEW HAMPSHIRE",2021,46,0
"RHODE ISLAND",2021,46,0
"VERMONT",2021,46,1
"MIDDLE ATLANTIC",2021,46,12
"NEW JERSEY",2021,46,0
"NEW YORK",2021,46,10
"NEW YORK CITY",2021,46,2
"PENNSYLVANIA",2021,46,0
"EAST NORTH CENTRAL",2021,46,2
"ILLINOIS",2021,46,0
"INDIANA",2021,46,0
"MICHIGAN",2021,46,0
"OHIO",2021,46,0
"WISCONSIN",2021,46,2
"WEST NORTH CENTRAL",2021,46,3
"IOWA",2021,46,2
"KANSAS",2021,46,1
"MINNESOTA",2021,46,0
"MISSOURI",2021,46,0
"NEBRASKA",2021,46,0
"NORTH DAKOTA",2021,46,0
"SOUTH DAKOTA",2021,46,0
"SOUTH ATLANTIC",2021,46,7
"DELAWARE",2021,46,0
"DISTRICT OF COLUMBIA",2021,46,0
"FLORIDA",2021,46,0
"GEORGIA",2021,46,2
"MARYLAND",2021,46,0
"NORTH CAROLINA",2021,46,0
"SOUTH CAROLINA",2021,46,2
"VIRGINIA",2021,46,3
"WEST VIRGINIA",2021,46,0
"EAST SOUTH CENTRAL",2021,46,4
"ALABAMA",2021,46,2
"KENTUCKY",2021,46,2
"MISSISSIPPI",2021,46,0
"TENNESSEE",2021,46,0
"WEST SOUTH CENTRAL",2021,46,14
"ARKANSAS",2021,46,0
"LOUISIANA",2021,46,11
"OKLAHOMA",2021,46,3
"TEXAS",2021,46,0
"MOUNTAIN",2021,46,4
"ARIZONA",2021,46,1
"COLORADO",2021,46,3
"IDAHO",2021,46,0
"MONTANA",2021,46,0
"NEVADA",2021,46,0
"NEW MEXICO",2021,46,0
"UTAH",2021,46,0
"WYOMING",2021,46,0
"PACIFIC",2021,46,5
"ALASKA",2021,46,0
"CALIFORNIA",2021,46,5
"HAWAII",2021,46,0
"OREGON",2021,46,0
"WASHINGTON",2021,46,0
"US TERRITORIES",2021,46,0
"AMERICAN SAMOA",2021,46,0
"NORTHERN MARIANA ISLANDS",2021,46,0
"GUAM",2021,46,0
"PUERTO RICO",2021,46,0
"U.S. VIRGIN ISLANDS",2021,46,0
"NON-US RESIDENTS",2021,46,0
"TOTAL",2021,46,55
"US RESIDENTS",2021,47,52
"NEW ENGLAND",2021,47,0
"CONNECTICUT",2021,47,0
"MAINE",2021,47,0
"MASSACHUSETTS",2021,47,0
"NEW HAMPSHIRE",2021,47,0
"RHODE ISLAND",2021,47,0
"VERMONT",2021,47,0
"MIDDLE ATLANTIC",2021,47,1
"NEW JERSEY",2021,47,0
"NEW YORK",2021,47,1
"NEW YORK CITY",2021,47,0
"PENNSYLVANIA",2021,47,0
"EAST NORTH CENTRAL",2021,47,5
"ILLINOIS",2021,47,0
"INDIANA",2021,47,0
"MICHIGAN",2021,47,0
"OHIO",2021,47,5
"WISCONSIN",2021,47,0
"WEST NORTH CENTRAL",2021,47,4
"IOWA",2021,47,1
"KANSAS",2021,47,1
"MINNESOTA",2021,47,0
"MISSOURI",2021,47,0
"NEBRASKA",2021,47,1
"NORTH DAKOTA",2021,47,0
"SOUTH DAKOTA",2021,47,1
"SOUTH ATLANTIC",2021,47,14
"DELAWARE",2021,47,1
"DISTRICT OF COLUMBIA",2021,47,0
"FLORIDA",2021,47,8
"GEORGIA",2021,47,3
"MARYLAND",2021,47,1
"NORTH CAROLINA",2021,47,0
"SOUTH CAROLINA",2021,47,0
"VIRGINIA",2021,47,1
"WEST VIRGINIA",2021,47,0
"EAST SOUTH CENTRAL",2021,47,2
"ALABAMA",2021,47,1
"KENTUCKY",2021,47,1
"MISSISSIPPI",2021,47,0
"TENNESSEE",2021,47,0
"WEST SOUTH CENTRAL",2021,47,4
"ARKANSAS",2021,47,1
"LOUISIANA",2021,47,1
"OKLAHOMA",2021,47,2
"TEXAS",2021,47,0
"MOUNTAIN",2021,47,7
"ARIZONA",2021,47,2
"COLORADO",2021,47,2
"IDAHO",2021,47,0
"MONTANA",2021,47,0
"NEVADA",2021,47,0
"NEW MEXICO",2021,47,2
"UTAH",2021,47,1
"WYOMING",2021,47,0
"PACIFIC",2021,47,15
"ALASKA",2021,47,0
"CALIFORNIA",2021,47,12
"HAWAII",2021,47,0
"OREGON",2021,47,1
"WASHINGTON",2021,47,2
"US TERRITORIES",2021,47,0
"AMERICAN SAMOA",2021,47,0
"NORTHERN MARIANA ISLANDS",2021,47,0
"GUAM",2021,47,0
"PUERTO RICO",2021,47,0
"U.S. VIRGIN ISLANDS",2021,47,0
"NON-US RESIDENTS",2021,47,0
"TOTAL",2021,47,52
"US RESIDENTS",2021,48,56
"NEW ENGLAND",2021,48,4
"CONNECTICUT",2021,48,0
"MAINE",2021,48,0
"MASSACHUSETTS",2021,48,4
"NEW HAMPSHIRE",2021,48,0
"RHODE ISLAND",2021,48,0
"VERMONT",2021,48,0
"MIDDLE ATLANTIC",2021,48,13
"NEW JERSEY",2021,48,0
"NEW YORK",2021,48,6
"NEW YORK CITY",2021,48,2
"PENNSYLVANIA",2021,48,5
"EAST NORTH CENTRAL",2021,48,2
"ILLINOIS",2021,48,0
"INDIANA",2021,48,0
"MICHIGAN",2021,48,0
"OHIO",2021,48,0
"WISCONSIN",2021,48,2
"WEST NORTH CENTRAL",2021,48,4
"IOWA",2021,48,1
"KANSAS",2021,48,0
"MINNESOTA",2021,48,0
"MISSOURI",2021,48,0
"NEBRASKA",2021,48,3
"NORTH DAKOTA",2021,48,0
"SOUTH DAKOTA",2021,48,0
"SOUTH ATLANTIC",2021,48,12
"DELAWARE",2021,48,0
"DISTRICT OF COLUMBIA",2021,48,0
"FLORIDA",2021,48,4
"GEORGIA",2021,48,3
"MARYLAND",2021,48,2
"NORTH CAROLINA",2021,48,0
"SOUTH CAROLINA",2021,48,1
"VIRGINIA",2021,48,2
"WEST VIRGINIA",2021,48,0
"EAST SOUTH CENTRAL",2021,48,1
"ALABAMA",2021,48,1
"KENTUCKY",2021,48,0
"MISSISSIPPI",2021,48,0
"TENNESSEE",2021,48,0
"WEST SOUTH CENTRAL",2021,48,5
"ARKANSAS",2021,48,1
"LOUISIANA",2021,48,2
"OKLAHOMA",2021,48,2
"TEXAS",2021,48,0
"MOUNTAIN",2021,48,4
"ARIZONA",2021,48,0
"COLORADO",2021,48,4
"IDAHO",2021,48,0
"MONTANA",2021,48,0
"NEVADA",2021,48,0
"NEW MEXICO",2021,48,0
"UTAH",2021,48,0
"WYOMING",2021,48,0
"PACIFIC",2021,48,11
"ALASKA",2021,48,0
"CALIFORNIA",2021,48,6
"HAWAII",2021,48,0
"OREGON",2021,48,3
"WASHINGTON",2021,48,2
"US TERRITORIES",2021,48,0
"AMERICAN SAMOA",2021,48,0
"NORTHERN MARIANA ISLANDS",2021,48,0
"GUAM",2021,48,0
"PUERTO RICO",2021,48,0
"U.S. VIRGIN ISLANDS",2021,48,0
"NON-US RESIDENTS",2021,48,0
"TOTAL",2021,48,56
"US RESIDENTS",2021,49,52
"NEW ENGLAND",2021,49,2
"CONNECTICUT",2021,49,0
"MAINE",2021,49,0
"MASSACHUSETTS",2021,49,2
"NEW HAMPSHIRE",2021,49,0
"RHODE ISLAND",2021,49,0
"VERMONT",2021,49,0
"MIDDLE ATLANTIC",2021,49,13
"NEW JERSEY",2021,49,1
"NEW YORK",2021,49,9
"NEW YORK CITY",2021,49,2
"PENNSYLVANIA",2021,49,1
"EAST NORTH CENTRAL",2021,49,4
"ILLINOIS",2021,49,2
"INDIANA",2021,49,0
"MICHIGAN",2021,49,0
"OHIO",2021,49,0
"WISCONSIN",2021,49,2
"WEST NORTH CENTRAL",2021,49,0
"IOWA",2021,49,0
"KANSAS",2021,49,0
"MINNESOTA",2021,49,0
"MISSOURI",2021,49,0
"NEBRASKA",2021,49,0
"NORTH DAKOTA",2021,49,0
"SOUTH DAKOTA",2021,49,0
"SOUTH ATLANTIC",2021,49,5
"DELAWARE",2021,49,0
"DISTRICT OF COLUMBIA",2021,49,0
"FLORIDA",2021,49,1
"GEORGIA",2021,49,1
"MARYLAND",2021,49,0
"NORTH CAROLINA",2021,49,0
"SOUTH CAROLINA",2021,49,0
"VIRGINIA",2021,49,3
"WEST VIRGINIA",2021,49,0
"EAST SOUTH CENTRAL",2021,49,2
"ALABAMA",2021,49,1
"KENTUCKY",2021,49,1
"MISSISSIPPI",2021,49,0
"TENNESSEE",2021,49,0
"WEST SOUTH CENTRAL",2021,49,7
"ARKANSAS",2021,49,1
"LOUISIANA",2021,49,1
"OKLAHOMA",2021,49,1
"TEXAS",2021,49,4
"MOUNTAIN",2021,49,2
"ARIZONA",2021,49,0
"COLORADO",2021,49,1
"IDAHO",2021,49,0
"MONTANA",2021,49,0
"NEVADA",2021,49,0
"NEW MEXICO",2021,49,0
"UTAH",2021,49,1
"WYOMING",2021,49,0
"PACIFIC",2021,49,17
"ALASKA",2021,49,0
"CALIFORNIA",2021,49,12
"HAWAII",2021,49,0
"OREGON",2021,49,2
"WASHINGTON",2021,49,3
"US TERRITORIES",2021,49,0
"AMERICAN SAMOA",2021,49,0
"NORTHERN MARIANA ISLANDS",2021,49,0
"GUAM",2021,49,0
"PUERTO RICO",2021,49,0
"U.S. VIRGIN ISLANDS",2021,49,0
"NON-US RESIDENTS",2021,49,0
"TOTAL",2021,49,52
"US RESIDENTS",2021,50,41
"NEW ENGLAND",2021,50,0
"CONNECTICUT",2021,50,0
"MAINE",2021,50,0
"MASSACHUSETTS",2021,50,0
"NEW HAMPSHIRE",2021,50,0
"RHODE ISLAND",2021,50,0
"VERMONT",2021,50,0
"MIDDLE ATLANTIC",2021,50,9
"NEW JERSEY",2021,50,0
"NEW YORK",2021,50,6
"NEW YORK CITY",2021,50,0
"PENNSYLVANIA",2021,50,3
"EAST NORTH CENTRAL",2021,50,2
"ILLINOIS",2021,50,0
"INDIANA",2021,50,0
"MICHIGAN",2021,50,0
"OHIO",2021,50,0
"WISCONSIN",2021,50,2
"WEST NORTH CENTRAL",2021,50,2
"IOWA",2021,50,0
"KANSAS",2021,50,1
"MINNESOTA",2021,50,0
"MISSOURI",2021,50,1
"NEBRASKA",2021,50,0
"NORTH DAKOTA",2021,50,0
"SOUTH DAKOTA",2021,50,0
"SOUTH ATLANTIC",2021,50,2
"DELAWARE",2021,50,0
"DISTRICT OF COLUMBIA",2021,50,0
"FLORIDA",2021,50,0
"GEORGIA",2021,50,0
"MARYLAND",2021,50,0
"NORTH CAROLINA",2021,50,0
"SOUTH CAROLINA",2021,50,0
"VIRGINIA",2021,50,2
"WEST VIRGINIA",2021,50,0
"EAST SOUTH CENTRAL",2021,50,2
"ALABAMA",2021,50,1
"KENTUCKY",2021,50,1
"MISSISSIPPI",2021,50,0
"TENNESSEE",2021,50,0
"WEST SOUTH CENTRAL",2021,50,8
"ARKANSAS",2021,50,1
"LOUISIANA",2021,50,1
"OKLAHOMA",2021,50,0
"TEXAS",2021,50,6
"MOUNTAIN",2021,50,3
"ARIZONA",2021,50,1
"COLORADO",2021,50,2
"IDAHO",2021,50,0
"MONTANA",2021,50,0
"NEVADA",2021,50,0
"NEW MEXICO",2021,50,0
"UTAH",2021,50,0
"WYOMING",2021,50,0
"PACIFIC",2021,50,13
"ALASKA",2021,50,0
"CALIFORNIA",2021,50,7
"HAWAII",2021,50,0
"OREGON",2021,50,1
"WASHINGTON",2021,50,5
"US TERRITORIES",2021,50,0
"AMERICAN SAMOA",2021,50,0
"NORTHERN MARIANA ISLANDS",2021,50,0
"GUAM",2021,50,0
"PUERTO RICO",2021,50,0
"U.S. VIRGIN ISLANDS",2021,50,0
"NON-US RESIDENTS",2021,50,0
"TOTAL",2021,50,41
"US RESIDENTS",2021,51,32
"NEW ENGLAND",2021,51,3
"CONNECTICUT",2021,51,0
"MAINE",2021,51,0
"MASSACHUSETTS",2021,51,2
"NEW HAMPSHIRE",2021,51,0
"RHODE ISLAND",2021,51,0
"VERMONT",2021,51,1
"MIDDLE ATLANTIC",2021,51,6
"NEW JERSEY",2021,51,0
"NEW YORK",2021,51,1
"NEW YORK CITY",2021,51,1
"PENNSYLVANIA",2021,51,4
"EAST NORTH CENTRAL",2021,51,4
"ILLINOIS",2021,51,0
"INDIANA",2021,51,0
"MICHIGAN",2021,51,0
"OHIO",2021,51,0
"WISCONSIN",2021,51,4
"WEST NORTH CENTRAL",2021,51,1
"IOWA",2021,51,0
"KANSAS",2021,51,0
"MINNESOTA",2021,51,0
"MISSOURI",2021,51,1
"NEBRASKA",2021,51,0
"NORTH DAKOTA",2021,51,0
"SOUTH DAKOTA",2021,51,0
"SOUTH ATLANTIC",2021,51,6
"DELAWARE",2021,51,0
"DISTRICT OF COLUMBIA",2021,51,0
"FLORIDA",2021,51,0
"GEORGIA",2021,51,1
"MARYLAND",2021,51,0
"NORTH CAROLINA",2021,51,0
"SOUTH CAROLINA",2021,51,2
"VIRGINIA",2021,51,3
"WEST VIRGINIA",2021,51,0
"EAST SOUTH CENTRAL",2021,51,2
"ALABAMA",2021,51,2
"KENTUCKY",2021,51,0
"MISSISSIPPI",2021,51,0
"TENNESSEE",2021,51,0
"WEST SOUTH CENTRAL",2021,51,2
"ARKANSAS",2021,51,0
"LOUISIANA",2021,51,0
"OKLAHOMA",2021,51,0
"TEXAS",2021,51,2
"MOUNTAIN",2021,51,3
"ARIZONA",2021,51,0
"COLORADO",2021,51,3
"IDAHO",2021,51,0
"MONTANA",2021,51,0
"NEVADA",2021,51,0
"NEW MEXICO",2021,51,0
"UTAH",2021,51,0
"WYOMING",2021,51,0
"PACIFIC",2021,51,5
"ALASKA",2021,51,0
"CALIFORNIA",2021,51,3
"HAWAII",2021,51,0
"OREGON",2021,51,0
"WASHINGTON",2021,51,2
"US TERRITORIES",2021,51,0
"AMERICAN SAMOA",2021,51,0
"NORTHERN MARIANA ISLANDS",2021,51,0
"GUAM",2021,51,0
"PUERTO RICO",2021,51,0
"U.S. VIRGIN ISLANDS",2021,51,0
"NON-US RESIDENTS",2021,51,0
"TOTAL",2021,51,32
"US RESIDENTS",2021,52,18
"NEW ENGLAND",2021,52,2
"CONNECTICUT",2021,52,0
"MAINE",2021,52,1
"MASSACHUSETTS",2021,52,1
"NEW HAMPSHIRE",2021,52,0
"RHODE ISLAND",2021,52,0
"VERMONT",2021,52,0
"MIDDLE ATLANTIC",2021,52,4
"NEW JERSEY",2021,52,0
"NEW YORK",2021,52,3
"NEW YORK CITY",2021,52,0
"PENNSYLVANIA",2021,52,1
"EAST NORTH CENTRAL",2021,52,0
"ILLINOIS",2021,52,0
"INDIANA",2021,52,0
"MICHIGAN",2021,52,0
"OHIO",2021,52,0
"WISCONSIN",2021,52,0
"WEST NORTH CENTRAL",2021,52,1
"IOWA",2021,52,0
"KANSAS",2021,52,1
"MINNESOTA",2021,52,0
"MISSOURI",2021,52,0
"NEBRASKA",2021,52,0
"NORTH DAKOTA",2021,52,0
"SOUTH DAKOTA",2021,52,0
"SOUTH ATLANTIC",2021,52,1
"DELAWARE",2021,52,0
"DISTRICT OF COLUMBIA",2021,52,0
"FLORIDA",2021,52,0
"GEORGIA",2021,52,0
"MARYLAND",2021,52,0
"NORTH CAROLINA",2021,52,0
"SOUTH CAROLINA",2021,52,0
"VIRGINIA",2021,52,1
"WEST VIRGINIA",2021,52,0
"EAST SOUTH CENTRAL",2021,52,0
"ALABAMA",2021,52,0
"KENTUCKY",2021,52,0
"MISSISSIPPI",2021,52,0
"TENNESSEE",2021,52,0
"WEST SOUTH CENTRAL",2021,52,3
"ARKANSAS",2021,52,0
"LOUISIANA",2021,52,0
"OKLAHOMA",2021,52,0
"TEXAS",2021,52,3
"MOUNTAIN",2021,52,3
"ARIZONA",2021,52,1
"COLORADO",2021,52,2
"IDAHO",2021,52,0
"MONTANA",2021,52,0
"NEVADA",2021,52,0
"NEW MEXICO",2021,52,0
"UTAH",2021,52,0
"WYOMING",2021,52,0
"PACIFIC",2021,52,4
"ALASKA",2021,52,0
"CALIFORNIA",2021,52,3
"HAWAII",2021,52,0
"OREGON",2021,52,0
"WASHINGTON",2021,52,1
"US TERRITORIES",2021,52,0
"AMERICAN SAMOA",2021,52,0
"NORTHERN MARIANA ISLANDS",2021,52,0
"GUAM",2021,52,0
"PUERTO RICO",2021,52,0
"U.S. VIRGIN ISLANDS",2021,52,0
"NON-US RESIDENTS",2021,52,0
