Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cryptosporidiosis, Cum 2018†","Cryptosporidiosis, Cum 2018†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag","Cyclosporiasis, Cum 2018†","Cyclosporiasis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
KENTUCKY,2019,46,,-,18,,264,,172,,,-,0,,,-,8,,"KENTUCKY
(37.526683, -85.290484)",,20194640
MISSISSIPPI,2019,46,,-,8,,80,,84,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20194641
TENNESSEE,2019,46,,-,12,,196,,228,,,-,17,,64,,18,,"TENNESSEE
(35.842998, -86.343226)",,20194642
WEST SOUTH CENTRAL,2019,46,11,,75,,1346,,1186,,,-,125,,1008,,358,,,WEST SOUTH CENTRAL,20194643
ARKANSAS,2019,46,,-,9,,129,,76,,,-,7,,35,,5,,"ARKANSAS
(34.899825, -92.439162)",,20194644
LOUISIANA,2019,46,,-,18,,293,,141,,,-,14,,91,,9,,"LOUISIANA
(30.921314, -91.840238)",,20194645
OKLAHOMA,2019,46,1,,23,,142,,126,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20194646
TEXAS,2019,46,10,,49,,782,,843,,,-,117,,882,,344,,"TEXAS
(31.447238, -99.317341)",,20194647
MOUNTAIN,2019,46,1,,35,,845,,886,,,-,15,,107,,90,,,MOUNTAIN,20194648
ARIZONA,2019,46,,-,8,,136,,186,,,-,5,,17,,10,,"ARIZONA
(34.293239, -111.664616)",,20194649
COLORADO,2019,46,1,,14,,234,,192,,,-,10,,51,,45,,"COLORADO
(38.998552, -105.547832)",,20194650
IDAHO,2019,46,,-,6,,108,,112,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20194651
MONTANA,2019,46,,-,5,,61,,79,,,-,1,,2,,9,,"MONTANA
(47.033521, -109.645127)",,20194652
NEVADA,2019,46,,-,4,,35,,35,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",,20194653
NEW MEXICO,2019,46,,-,6,,72,,84,,,-,4,,16,,2,,"NEW MEXICO
(34.421369, -106.108388)",,20194654
UTAH,2019,46,,-,14,,176,,183,,,-,3,,17,,21,,"UTAH
(39.323779, -111.678222)",,20194655
WYOMING,2019,46,,-,5,,23,,15,,,-,1,,4,,3,,"WYOMING
(42.999627, -107.55145)",,20194656
PACIFIC,2019,46,10,,214,,1007,,898,,,-,23,,63,,174,,,PACIFIC,20194657
ALASKA,2019,46,,-,2,,7,,16,,,-,0,,,-,3,,"ALASKA
(63.631126, -151.631889)",,20194658
CALIFORNIA,2019,46,5,,28,,574,,597,,,-,7,,46,,168,,"CALIFORNIA
(37.211164, -119.662127)",,20194659
HAWAII,2019,46,,-,1,,7,,7,,,-,0,,,-,1,,"HAWAII
(21.361013, -157.854309)",,20194660
OREGON,2019,46,,-,14,,220,,278,,,-,1,,5,,2,,"OREGON
(43.940449, -120.605279)",,20194661
WASHINGTON,2019,46,5,,198,,199,,,-,,-,23,,12,,,-,"WASHINGTON
(47.411715, -120.592492)",,20194662
US TERRITORIES,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194663
AMERICAN SAMOA,2019,46,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20194664
NORTHERN MARIANA ISLANDS,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194665
GUAM,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194666
PUERTO RICO,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194667
U.S. VIRGIN ISLANDS,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194668
NON-US RESIDENTS,2019,46,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194669
TOTAL,2019,46,50,,450,,10650,,11276,,,-,532,,4180,,3469,,,TOTAL,20194670
US RESIDENTS,2019,47,50,,450,,11019,,11426,,2,,535,,4264,,3474,,,US RESIDENTS,20194701
NEW ENGLAND,2019,47,2,,26,,468,,587,,,-,91,,355,,70,,,NEW ENGLAND,20194702
CONNECTICUT,2019,47,,-,6,,65,,73,,,-,26,,102,,27,,"CONNECTICUT
(41.575155, -72.738288)",,20194703
MAINE,2019,47,1,,12,,62,,56,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194704
MASSACHUSETTS,2019,47,,-,15,,204,,224,,,-,60,,208,,33,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194705
NEW HAMPSHIRE,2019,47,,-,7,,59,,84,,,-,2,,9,,6,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194706
RHODE ISLAND,2019,47,,-,7,,55,,86,,,-,5,,30,,3,,"RHODE ISLAND
(41.572574, -71.534637)",,20194707
VERMONT,2019,47,1,,3,,23,,64,,,-,5,,6,,1,,"VERMONT
(44.075252, -72.662695)",,20194708
MIDDLE ATLANTIC,2019,47,5,,69,,1437,,1082,,,-,151,,671,,204,,,MIDDLE ATLANTIC,20194709
NEW JERSEY,2019,47,,-,17,,224,,142,,,-,36,,185,,60,,"NEW JERSEY
(40.110253, -74.655514)",,20194710
NEW YORK,2019,47,4,,27,,428,,294,,,-,85,,296,,60,,"NEW YORK
(42.921241, -75.59655)",,20194711
NEW YORK CITY,2019,47,,-,18,,335,,216,,,-,44,,190,,84,,,NEW YORK CITY,20194712
PENNSYLVANIA,2019,47,1,,21,,450,,430,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20194713
EAST NORTH CENTRAL,2019,47,11,,109,,1927,,2487,,,-,119,,534,,1777,,,EAST NORTH CENTRAL,20194714
ILLINOIS,2019,47,,-,24,,351,,403,,,-,51,,162,,1256,,"ILLINOIS
(40.124144, -89.148632)",,20194715
INDIANA,2019,47,,-,11,,,-,297,,,-,0,,,-,79,,"INDIANA
(39.919991, -86.2818)",,20194716
MICHIGAN,2019,47,,-,20,,335,,345,,,-,67,,123,,30,,"MICHIGAN
(44.874798, -85.730977)",,20194717
OHIO,2019,47,11,,32,,637,,604,,,-,37,,141,,92,,"OHIO
(40.415534, -82.70936)",,20194718
WISCONSIN,2019,47,,-,39,,604,,838,,,-,28,,108,,320,,"WISCONSIN
(44.639954, -89.732969)",,20194719
WEST NORTH CENTRAL,2019,47,,-,51,,1263,,1930,,,-,60,,231,,550,,,WEST NORTH CENTRAL,20194720
IOWA,2019,47,,-,30,,490,,632,,,-,48,,119,,211,,"IOWA
(42.074659, -93.500061)",,20194721
KANSAS,2019,47,,-,4,,52,,94,,,-,2,,8,,22,,"KANSAS
(38.484729, -98.38018)",,20194722
MINNESOTA,2019,47,,-,7,,,-,505,,,-,1,,,-,155,,"MINNESOTA
(46.349153, -94.198308)",,20194723
MISSOURI,2019,47,,-,24,,359,,328,,,-,16,,58,,110,,"MISSOURI
(38.3675, -92.477244)",,20194724
NEBRASKA,2019,47,,-,8,,175,,162,,,-,6,,36,,22,,"NEBRASKA
(41.527099, -99.810595)",,20194725
NORTH DAKOTA,2019,47,,-,3,,32,,38,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",,20194726
SOUTH DAKOTA,2019,47,,-,11,,155,,171,,,-,6,,10,,30,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194727
SOUTH ATLANTIC,2019,47,9,,78,,1857,,1693,,1,,201,,1131,,225,,,SOUTH ATLANTIC,20194728
DELAWARE,2019,47,,-,4,,34,,29,,,-,2,,4,,6,,"DELAWARE
(38.994926, -75.452394)",,20194729
DISTRICT OF COLUMBIA,2019,47,,-,2,,21,,33,,,-,11,,37,,8,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194730
FLORIDA,2019,47,,-,20,,568,,536,,,-,113,,527,,73,,"FLORIDA
(28.260731, -82.420978)",,20194731
GEORGIA,2019,47,,-,23,,319,,327,,,-,14,,69,,33,,"GEORGIA
(32.638481, -83.426574)",,20194732
MARYLAND,2019,47,2,,6,,92,,83,,1,,60,,202,,38,,"MARYLAND
(38.946466, -76.687282)",,20194733
NORTH CAROLINA,2019,47,,-,9,,231,,243,,,-,30,,76,,36,,"NORTH CAROLINA
(35.52603, -79.130883)",,20194734
SOUTH CAROLINA,2019,47,1,,7,,98,,105,,,-,4,,23,,6,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194735
VIRGINIA,2019,47,6,,51,,449,,276,,,-,47,,189,,20,,"VIRGINIA
(37.510861, -78.666382)",,20194736
WEST VIRGINIA,2019,47,,-,4,,45,,61,,,-,2,,4,,5,,"WEST VIRGINIA
(38.642579, -80.613729)",,20194737
EAST SOUTH CENTRAL,2019,47,,-,42,,739,,629,,,-,17,,64,,26,,,EAST SOUTH CENTRAL,20194738
ALABAMA,2019,47,,-,14,,179,,141,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20194739
KENTUCKY,2019,47,,-,18,,273,,172,,,-,0,,,-,8,,"KENTUCKY
(37.526683, -85.290484)",,20194740
MISSISSIPPI,2019,47,,-,8,,80,,86,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20194741
TENNESSEE,2019,47,,-,13,,207,,230,,,-,17,,64,,18,,"TENNESSEE
(35.842998, -86.343226)",,20194742
WEST SOUTH CENTRAL,2019,47,14,,75,,1433,,1213,,1,,127,,1107,,358,,,WEST SOUTH CENTRAL,20194743
ARKANSAS,2019,47,,-,9,,130,,77,,,-,7,,34,,5,,"ARKANSAS
(34.899825, -92.439162)",,20194744
LOUISIANA,2019,47,,-,18,,313,,141,,,-,14,,91,,9,,"LOUISIANA
(30.921314, -91.840238)",,20194745
OKLAHOMA,2019,47,,-,23,,142,,127,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20194746
TEXAS,2019,47,14,,51,,848,,868,,1,,119,,982,,344,,"TEXAS
(31.447238, -99.317341)",,20194747
MOUNTAIN,2019,47,4,,35,,867,,891,,,-,15,,108,,90,,,MOUNTAIN,20194748
ARIZONA,2019,47,2,,8,,138,,186,,,-,5,,17,,10,,"ARIZONA
(34.293239, -111.664616)",,20194749
COLORADO,2019,47,1,,14,,234,,193,,,-,10,,51,,45,,"COLORADO
(38.998552, -105.547832)",,20194750
IDAHO,2019,47,1,,6,,118,,115,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20194751
MONTANA,2019,47,,-,5,,61,,79,,,-,1,,2,,9,,"MONTANA
(47.033521, -109.645127)",,20194752
NEVADA,2019,47,,-,4,,40,,35,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",,20194753
NEW MEXICO,2019,47,,-,8,,77,,84,,,-,4,,16,,2,,"NEW MEXICO
(34.421369, -106.108388)",,20194754
UTAH,2019,47,,-,14,,176,,184,,,-,3,,18,,21,,"UTAH
(39.323779, -111.678222)",,20194755
WYOMING,2019,47,,-,5,,23,,15,,,-,1,,4,,3,,"WYOMING
(42.999627, -107.55145)",,20194756
PACIFIC,2019,47,5,,214,,1028,,914,,,-,23,,63,,174,,,PACIFIC,20194757
ALASKA,2019,47,,-,2,,7,,16,,,-,0,,,-,3,,"ALASKA
(63.631126, -151.631889)",,20194758
CALIFORNIA,2019,47,2,,28,,581,,607,,,-,7,,46,,168,,"CALIFORNIA
(37.211164, -119.662127)",,20194759
HAWAII,2019,47,,-,1,,7,,7,,,-,0,,,-,1,,"HAWAII
(21.361013, -157.854309)",,20194760
OREGON,2019,47,1,,14,,231,,284,,,-,1,,5,,2,,"OREGON
(43.940449, -120.605279)",,20194761
WASHINGTON,2019,47,2,,198,,202,,,-,,-,23,,12,,,-,"WASHINGTON
(47.411715, -120.592492)",,20194762
US TERRITORIES,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194763
AMERICAN SAMOA,2019,47,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20194764
NORTHERN MARIANA ISLANDS,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194765
GUAM,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194766
PUERTO RICO,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194767
U.S. VIRGIN ISLANDS,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194768
NON-US RESIDENTS,2019,47,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194769
TOTAL,2019,47,50,,450,,11021,,11426,,2,,535,,4264,,3474,,,TOTAL,20194770
US RESIDENTS,2019,48,56,,450,,11350,,11605,,2,,536,,4284,,3481,,,US RESIDENTS,20194801
NEW ENGLAND,2019,48,2,,26,,480,,593,,,-,91,,355,,70,,,NEW ENGLAND,20194802
CONNECTICUT,2019,48,,-,6,,70,,75,,,-,26,,102,,27,,"CONNECTICUT
(41.575155, -72.738288)",,20194803
MAINE,2019,48,1,,12,,63,,57,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194804
MASSACHUSETTS,2019,48,1,,15,,210,,226,,,-,60,,208,,33,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194805
NEW HAMPSHIRE,2019,48,,-,7,,59,,85,,,-,2,,9,,6,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194806
RHODE ISLAND,2019,48,,-,7,,55,,86,,,-,5,,30,,3,,"RHODE ISLAND
(41.572574, -71.534637)",,20194807
VERMONT,2019,48,,-,3,,23,,64,,,-,5,,6,,1,,"VERMONT
(44.075252, -72.662695)",,20194808
MIDDLE ATLANTIC,2019,48,9,,69,,1481,,1101,,1,,151,,673,,206,,,MIDDLE ATLANTIC,20194809
NEW JERSEY,2019,48,,-,17,,224,,147,,,-,36,,185,,62,,"NEW JERSEY
(40.110253, -74.655514)",,20194810
NEW YORK,2019,48,6,,27,,454,,297,,1,,85,,297,,60,,"NEW YORK
(42.921241, -75.59655)",,20194811
NEW YORK CITY,2019,48,2,,18,,351,,223,,,-,44,,191,,84,,,NEW YORK CITY,20194812
PENNSYLVANIA,2019,48,1,,21,,452,,434,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20194813
EAST NORTH CENTRAL,2019,48,8,,110,,2013,,2519,,,-,119,,536,,1777,,,EAST NORTH CENTRAL,20194814
ILLINOIS,2019,48,,-,24,,366,,409,,,-,51,,163,,1256,,"ILLINOIS
(40.124144, -89.148632)",,20194815
INDIANA,2019,48,,-,7,,,-,301,,,-,0,,,-,79,,"INDIANA
(39.919991, -86.2818)",,20194816
MICHIGAN,2019,48,,-,20,,353,,356,,,-,67,,123,,30,,"MICHIGAN
(44.874798, -85.730977)",,20194817
OHIO,2019,48,6,,32,,643,,609,,,-,37,,141,,92,,"OHIO
(40.415534, -82.70936)",,20194818
WISCONSIN,2019,48,2,,39,,651,,844,,,-,28,,109,,320,,"WISCONSIN
(44.639954, -89.732969)",,20194819
WEST NORTH CENTRAL,2019,48,,-,51,,1280,,1949,,,-,60,,232,,551,,,WEST NORTH CENTRAL,20194820
IOWA,2019,48,,-,30,,504,,636,,,-,48,,119,,211,,"IOWA
(42.074659, -93.500061)",,20194821
KANSAS,2019,48,,-,4,,52,,95,,,-,2,,8,,22,,"KANSAS
(38.484729, -98.38018)",,20194822
MINNESOTA,2019,48,,-,7,,,-,512,,,-,1,,,-,155,,"MINNESOTA
(46.349153, -94.198308)",,20194823
MISSOURI,2019,48,,-,24,,361,,332,,,-,16,,59,,111,,"MISSOURI
(38.3675, -92.477244)",,20194824
NEBRASKA,2019,48,,-,8,,175,,164,,,-,6,,36,,22,,"NEBRASKA
(41.527099, -99.810595)",,20194825
NORTH DAKOTA,2019,48,,-,3,,33,,39,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",,20194826
SOUTH DAKOTA,2019,48,,-,11,,155,,171,,,-,6,,10,,30,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194827
SOUTH ATLANTIC,2019,48,5,,79,,1908,,1727,,1,,201,,1144,,226,,,SOUTH ATLANTIC,20194828
DELAWARE,2019,48,,-,4,,34,,30,,,-,2,,4,,6,,"DELAWARE
(38.994926, -75.452394)",,20194829
DISTRICT OF COLUMBIA,2019,48,,-,2,,21,,33,,,-,11,,37,,8,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194830
FLORIDA,2019,48,,-,21,,585,,547,,,-,114,,534,,73,,"FLORIDA
(28.260731, -82.420978)",,20194831
GEORGIA,2019,48,1,,23,,336,,334,,,-,14,,74,,34,,"GEORGIA
(32.638481, -83.426574)",,20194832
MARYLAND,2019,48,,-,6,,94,,85,,1,,60,,203,,38,,"MARYLAND
(38.946466, -76.687282)",,20194833
NORTH CAROLINA,2019,48,,-,9,,235,,248,,,-,30,,75,,36,,"NORTH CAROLINA
(35.52603, -79.130883)",,20194834
SOUTH CAROLINA,2019,48,2,,7,,100,,107,,,-,4,,23,,6,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194835
VIRGINIA,2019,48,2,,51,,458,,281,,,-,47,,190,,20,,"VIRGINIA
(37.510861, -78.666382)",,20194836
WEST VIRGINIA,2019,48,,-,4,,45,,62,,,-,2,,4,,5,,"WEST VIRGINIA
(38.642579, -80.613729)",,20194837
EAST SOUTH CENTRAL,2019,48,5,,42,,780,,638,,,-,17,,64,,26,,,EAST SOUTH CENTRAL,20194838
ALABAMA,2019,48,,-,14,,201,,141,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20194839
KENTUCKY,2019,48,,-,18,,273,,173,,,-,0,,,-,8,,"KENTUCKY
(37.526683, -85.290484)",,20194840
MISSISSIPPI,2019,48,4,,8,,89,,89,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20194841
TENNESSEE,2019,48,1,,13,,217,,235,,,-,17,,64,,18,,"TENNESSEE
(35.842998, -86.343226)",,20194842
WEST SOUTH CENTRAL,2019,48,10,,75,,1450,,1242,,,-,127,,1107,,359,,,WEST SOUTH CENTRAL,20194843
ARKANSAS,2019,48,,-,9,,130,,79,,,-,7,,34,,5,,"ARKANSAS
(34.899825, -92.439162)",,20194844
LOUISIANA,2019,48,,-,18,,313,,144,,,-,14,,91,,9,,"LOUISIANA
(30.921314, -91.840238)",,20194845
OKLAHOMA,2019,48,3,,23,,146,,134,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20194846
TEXAS,2019,48,7,,52,,861,,885,,,-,119,,982,,345,,"TEXAS
(31.447238, -99.317341)",,20194847
MOUNTAIN,2019,48,9,,33,,894,,912,,,-,15,,109,,91,,,MOUNTAIN,20194848
ARIZONA,2019,48,5,,8,,142,,188,,,-,5,,17,,10,,"ARIZONA
(34.293239, -111.664616)",,20194849
COLORADO,2019,48,1,,14,,242,,200,,,-,10,,51,,45,,"COLORADO
(38.998552, -105.547832)",,20194850
IDAHO,2019,48,1,,6,,119,,119,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20194851
MONTANA,2019,48,,-,5,,64,,79,,,-,1,,2,,10,,"MONTANA
(47.033521, -109.645127)",,20194852
NEVADA,2019,48,,-,4,,40,,37,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",,20194853
NEW MEXICO,2019,48,1,,8,,78,,86,,,-,4,,16,,2,,"NEW MEXICO
(34.421369, -106.108388)",,20194854
UTAH,2019,48,1,,14,,186,,186,,,-,3,,19,,21,,"UTAH
(39.323779, -111.678222)",,20194855
WYOMING,2019,48,,-,5,,23,,17,,,-,1,,4,,3,,"WYOMING
(42.999627, -107.55145)",,20194856
PACIFIC,2019,48,8,,214,,1064,,924,,,-,23,,64,,175,,,PACIFIC,20194857
ALASKA,2019,48,,-,2,,7,,16,,,-,0,,,-,3,,"ALASKA
(63.631126, -151.631889)",,20194858
CALIFORNIA,2019,48,3,,28,,606,,614,,,-,7,,46,,169,,"CALIFORNIA
(37.211164, -119.662127)",,20194859
HAWAII,2019,48,,-,1,,9,,7,,,-,0,,,-,1,,"HAWAII
(21.361013, -157.854309)",,20194860
OREGON,2019,48,4,,14,,237,,287,,,-,1,,5,,2,,"OREGON
(43.940449, -120.605279)",,20194861
WASHINGTON,2019,48,1,,198,,205,,,-,,-,23,,13,,,-,"WASHINGTON
(47.411715, -120.592492)",,20194862
US TERRITORIES,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194863
AMERICAN SAMOA,2019,48,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20194864
NORTHERN MARIANA ISLANDS,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194865
GUAM,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194866
PUERTO RICO,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194867
U.S. VIRGIN ISLANDS,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194868
NON-US RESIDENTS,2019,48,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194869
TOTAL,2019,48,56,,450,,11352,,11605,,2,,536,,4284,,3481,,,TOTAL,20194870
US RESIDENTS,2019,49,87,,450,,11584,,11765,,,-,536,,4290,,3488,,,US RESIDENTS,20194901
NEW ENGLAND,2019,49,6,,26,,491,,603,,,-,91,,355,,70,,,NEW ENGLAND,20194902
CONNECTICUT,2019,49,,-,6,,71,,75,,,-,26,,102,,27,,"CONNECTICUT
(41.575155, -72.738288)",,20194903
MAINE,2019,49,1,,12,,64,,59,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194904
MASSACHUSETTS,2019,49,3,,15,,214,,233,,,-,60,,208,,33,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194905
NEW HAMPSHIRE,2019,49,,-,7,,59,,85,,,-,2,,9,,6,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194906
RHODE ISLAND,2019,49,2,,7,,60,,87,,,-,5,,30,,3,,"RHODE ISLAND
(41.572574, -71.534637)",,20194907
VERMONT,2019,49,,-,3,,23,,64,,,-,5,,6,,1,,"VERMONT
(44.075252, -72.662695)",,20194908
MIDDLE ATLANTIC,2019,49,9,,69,,1513,,1121,,,-,151,,673,,208,,,MIDDLE ATLANTIC,20194909
NEW JERSEY,2019,49,,-,17,,224,,149,,,-,36,,185,,62,,"NEW JERSEY
(40.110253, -74.655514)",,20194910
NEW YORK,2019,49,4,,27,,458,,300,,,-,85,,297,,60,,"NEW YORK
(42.921241, -75.59655)",,20194911
NEW YORK CITY,2019,49,3,,18,,365,,233,,,-,44,,191,,86,,,NEW YORK CITY,20194912
PENNSYLVANIA,2019,49,2,,21,,466,,439,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20194913
EAST NORTH CENTRAL,2019,49,17,,110,,2044,,2548,,,-,120,,538,,1777,,,EAST NORTH CENTRAL,20194914
ILLINOIS,2019,49,,-,24,,370,,413,,,-,51,,163,,1256,,"ILLINOIS
(40.124144, -89.148632)",,20194915
INDIANA,2019,49,,-,7,,,-,308,,,-,0,,,-,79,,"INDIANA
(39.919991, -86.2818)",,20194916
MICHIGAN,2019,49,,-,20,,358,,362,,,-,68,,125,,30,,"MICHIGAN
(44.874798, -85.730977)",,20194917
OHIO,2019,49,14,,32,,657,,619,,,-,37,,141,,92,,"OHIO
(40.415534, -82.70936)",,20194918
WISCONSIN,2019,49,3,,39,,659,,846,,,-,28,,109,,320,,"WISCONSIN
(44.639954, -89.732969)",,20194919
WEST NORTH CENTRAL,2019,49,2,,51,,1295,,1964,,,-,60,,232,,552,,,WEST NORTH CENTRAL,20194920
IOWA,2019,49,,-,30,,510,,639,,,-,48,,119,,211,,"IOWA
(42.074659, -93.500061)",,20194921
KANSAS,2019,49,,-,4,,52,,95,,,-,2,,8,,22,,"KANSAS
(38.484729, -98.38018)",,20194922
MINNESOTA,2019,49,,-,6,,,-,517,,,-,1,,,-,156,,"MINNESOTA
(46.349153, -94.198308)",,20194923
MISSOURI,2019,49,,-,24,,361,,338,,,-,16,,59,,111,,"MISSOURI
(38.3675, -92.477244)",,20194924
NEBRASKA,2019,49,2,,8,,183,,164,,,-,6,,36,,22,,"NEBRASKA
(41.527099, -99.810595)",,20194925
NORTH DAKOTA,2019,49,,-,3,,34,,39,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",,20194926
SOUTH DAKOTA,2019,49,,-,11,,155,,172,,,-,6,,10,,30,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194927
SOUTH ATLANTIC,2019,49,16,,79,,1962,,1751,,,-,201,,1147,,228,,,SOUTH ATLANTIC,20194928
DELAWARE,2019,49,,-,4,,34,,30,,,-,2,,4,,6,,"DELAWARE
(38.994926, -75.452394)",,20194929
DISTRICT OF COLUMBIA,2019,49,,-,2,,21,,33,,,-,11,,37,,8,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194930
FLORIDA,2019,49,9,,21,,622,,556,,,-,114,,537,,73,,"FLORIDA
(28.260731, -82.420978)",,20194931
GEORGIA,2019,49,1,,23,,338,,337,,,-,14,,74,,35,,"GEORGIA
(32.638481, -83.426574)",,20194932
MARYLAND,2019,49,,-,6,,95,,85,,,-,60,,203,,39,,"MARYLAND
(38.946466, -76.687282)",,20194933
NORTH CAROLINA,2019,49,,-,9,,239,,250,,,-,30,,75,,36,,"NORTH CAROLINA
(35.52603, -79.130883)",,20194934
SOUTH CAROLINA,2019,49,,-,7,,100,,112,,,-,4,,23,,6,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194935
VIRGINIA,2019,49,6,,51,,468,,285,,,-,47,,190,,20,,"VIRGINIA
(37.510861, -78.666382)",,20194936
WEST VIRGINIA,2019,49,,-,4,,45,,63,,,-,2,,4,,5,,"WEST VIRGINIA
(38.642579, -80.613729)",,20194937
EAST SOUTH CENTRAL,2019,49,4,,44,,802,,649,,,-,17,,65,,26,,,EAST SOUTH CENTRAL,20194938
ALABAMA,2019,49,3,,14,,206,,144,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20194939
KENTUCKY,2019,49,,-,20,,284,,173,,,-,0,,,-,8,,"KENTUCKY
(37.526683, -85.290484)",,20194940
MISSISSIPPI,2019,49,1,,8,,90,,91,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20194941
TENNESSEE,2019,49,,-,13,,222,,241,,,-,17,,65,,18,,"TENNESSEE
(35.842998, -86.343226)",,20194942
WEST SOUTH CENTRAL,2019,49,18,,75,,1479,,1266,,,-,127,,1107,,361,,,WEST SOUTH CENTRAL,20194943
ARKANSAS,2019,49,2,,9,,132,,80,,,-,7,,34,,5,,"ARKANSAS
(34.899825, -92.439162)",,20194944
